"","eventID","occurrenceID","eventDate","scientificName","scientificNameID","verbatimIdentification","occurrenceStatus","basisOfRecord","individualCount","associatedTaxa","occurrenceRemarks","taxonRank","kingdom","phylum","class","order","family","genus"
"300","GC140_20101021_LII10GOM4103","LII-10-GOM-4103_14",2010-10-21,"Porifera","urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861","Porifera","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Phylum","Animalia","Porifera",,,,
"301","GC140_20101021_LII10GOM4103","LII-10-GOM-4103_15",2010-10-21,"Prochaetodermatidae","urn:lsid:marinespecies.org:taxname:23102, urn:lsid:itis.gov:itis_tsn: 79104","Prochaetodermatidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Mollusca","Caudofoveata","Chaetodermatida","Prochaetodermatidae",
"302","GC140_20101021_LII10GOM4103","LII-10-GOM-4103_16",2010-10-21,"Spionidae","urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781","Spionidae","present","HumanObservation",7,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Spionida","Spionidae",
"303","GC140_20101021_LII10GOM4103","LII-10-GOM-4103_17",2010-10-21,"Syllidae","urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587","Syllidae","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae",
"304","GC140_20101021_LII10GOM4103","LII-10-GOM-4103_18",2010-10-21,"Synopiidae","urn:lsid:marinespecies.org:taxname:101410, urn:lsid:itis.gov:itis_tsn: 94989","Synopiidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Synopiidae",
"305","GC140_20101021_LII10GOM4103","LII-10-GOM-4103_19",2010-10-21,"Typhlotanaidae","urn:lsid:marinespecies.org:taxname:136165, urn:lsid:itis.gov:itis_tsn: 621458","Typhlotanaidae","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Tanaidacea","Typhlotanaidae",
"306","GC140_20101021_LII10GOM4104","LII-10-GOM-4104_1",2010-10-21,"Naididae","urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854","Naididae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Clitellata","Tubificida","Naididae",
"307","GC140_20101021_LII10GOM4104","LII-10-GOM-4104_2",2010-10-21,"Opheliidae","urn:lsid:marinespecies.org:taxname:924, urn:lsid:itis.gov:itis_tsn: 67342","Opheliidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Opheliidae",
"308","GC140_20101021_LII10GOM4104","LII-10-GOM-4104_3",2010-10-21,"Paraonidae","urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659","Paraonidae","present","HumanObservation",8,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Paraonidae",
"309","GC140_20101021_LII10GOM4104","LII-10-GOM-4104_4",2010-10-21,"Porifera","urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861","Porifera","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Phylum","Animalia","Porifera",,,,
"310","GC140_20101021_LII10GOM4105","LII-10-GOM-4105_1",2010-10-21,"Dorvilleidae","urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478","Dorvilleidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae",
"311","GC140_20101021_LII10GOM4105","LII-10-GOM-4105_2",2010-10-21,"Porifera","urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861","Porifera","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Phylum","Animalia","Porifera",,,,
"312","GC140_20101021_LII10GOM4105","LII-10-GOM-4105_3",2010-10-21,"Sipuncula","urn:lsid:marinespecies.org:taxname:1268, urn:lsid:itis.gov:itis_tsn: 154520","Sipuncula","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Order","Animalia","Annelida",,"Sipuncula",,
"313","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_1",2010-10-21,"Armaturatanais","urn:lsid:marinespecies.org:taxname:246898, urn:lsid:itis.gov:itis_tsn: NA","Armaturatanais","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Genus","Animalia","Arthropoda","Malacostraca","Tanaidacea","Paratanaoidea incertae sedis","Armaturatanais"
"314","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_2",2010-10-21,"Bivalvia","urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118","Bivalvia","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Class","Animalia","Mollusca","Bivalvia",,,
"315","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_3",2010-10-21,"Capitellidae","urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413","Capitellidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Capitellidae",
"316","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_4",2010-10-21,"Dorvilleidae","urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478","Dorvilleidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae",
"317","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_5",2010-10-21,"Flabelligeridae","urn:lsid:marinespecies.org:taxname:976, urn:lsid:itis.gov:itis_tsn: 67224","Flabelligeridae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae",
"318","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_6",2010-10-21,"Gastropoda","urn:lsid:marinespecies.org:taxname:101, urn:lsid:itis.gov:itis_tsn: 69459","Gastropoda","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Class","Animalia","Mollusca","Gastropoda",,,
"319","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_7",2010-10-21,"Gnathiidae","urn:lsid:marinespecies.org:taxname:118278, urn:lsid:itis.gov:itis_tsn: 92122","Gnathiidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Isopoda","Gnathiidae",
"320","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_8",2010-10-21,"Halacaridae","urn:lsid:marinespecies.org:taxname:1484, urn:lsid:itis.gov:itis_tsn: 82771","Halacaridae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae",
"321","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_9",2010-10-21,"Nemertea","urn:lsid:marinespecies.org:taxname:152391, urn:lsid:itis.gov:itis_tsn: 57411","Nemertea","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Phylum","Animalia","Nemertea",,,,
"322","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_10",2010-10-21,"Oweniidae","urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644","Oweniidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Oweniidae",
"323","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_11",2010-10-21,"Porifera","urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861","Porifera","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Phylum","Animalia","Porifera",,,,
"324","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_12",2010-10-21,"Sabellidae","urn:lsid:marinespecies.org:taxname:985, urn:lsid:itis.gov:itis_tsn: 68076","Sabellidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae",
"325","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_13",2010-10-21,"Spionidae","urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781","Spionidae","present","HumanObservation",4,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Spionida","Spionidae",
"326","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_14",2010-10-21,"Syllidae","urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587","Syllidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae",
"327","GC140_20101021_LII10GOM4106","LII-10-GOM-4106_15",2010-10-21,"Typhlotanaidae","urn:lsid:marinespecies.org:taxname:136165, urn:lsid:itis.gov:itis_tsn: 621458","Typhlotanaidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Tanaidacea","Typhlotanaidae",
"328","GC140_20101021_LII10GOM4107","LII-10-GOM-4107_1",2010-10-21,"Ampharetidae","urn:lsid:marinespecies.org:taxname:981, urn:lsid:itis.gov:itis_tsn: 67718","Ampharetidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Terebellida","Ampharetidae",
"329","GC140_20101021_LII10GOM4107","LII-10-GOM-4107_2",2010-10-21,"Bivalvia","urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118","Bivalvia","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","Class","Animalia","Mollusca","Bivalvia",,,
"330","GC140_20101021_LII10GOM4107","LII-10-GOM-4107_3",2010-10-21,"Capitellidae","urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413","Capitellidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Capitellidae",
"331","GC140_20101021_LII10GOM4107","LII-10-GOM-4107_4",2010-10-21,"Hydrozoa","urn:lsid:marinespecies.org:taxname:1337, urn:lsid:itis.gov:itis_tsn: 48739","Hydrozoa","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Class","Animalia","Cnidaria","Hydrozoa",,,
"332","GC140_20101021_LII10GOM4107","LII-10-GOM-4107_5",2010-10-21,"Leptognathiidae","urn:lsid:marinespecies.org:taxname:237596, urn:lsid:itis.gov:itis_tsn: 91751","Leptognathiidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Tanaidacea","Leptognathiidae",
"333","GC140_20101021_LII10GOM4107","LII-10-GOM-4107_6",2010-10-21,"Naididae","urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854","Naididae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Clitellata","Tubificida","Naididae",
"334","GC140_20101021_LII10GOM4107","LII-10-GOM-4107_7",2010-10-21,"Opheliidae","urn:lsid:marinespecies.org:taxname:924, urn:lsid:itis.gov:itis_tsn: 67342","Opheliidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Opheliidae",
"335","GC140_20101021_LII10GOM4107","LII-10-GOM-4107_8",2010-10-21,"Paraonidae","urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659","Paraonidae","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Paraonidae",
"336","GC140_20101021_LII10GOM4107","LII-10-GOM-4107_9",2010-10-21,"Porifera","urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861","Porifera","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Phylum","Animalia","Porifera",,,,
"337","GC140_20101021_LII10GOM4108","LII-10-GOM-4108_1",2010-10-21,"Decapoda","urn:lsid:marinespecies.org:taxname:1130, urn:lsid:itis.gov:itis_tsn: 95599","Decapoda","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Order","Animalia","Arthropoda","Malacostraca","Decapoda",,
"338","GC140_20101021_LII10GOM4108","LII-10-GOM-4108_2",2010-10-21,"Naididae","urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854","Naididae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Clitellata","Tubificida","Naididae",
"339","GC140_20101021_LII10GOM4108","LII-10-GOM-4108_3",2010-10-21,"Paraonidae","urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659","Paraonidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Paraonidae",
"340","GC140_20101021_LII10GOM4108","LII-10-GOM-4108_4",2010-10-21,"Porifera","urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861","Porifera","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Phylum","Animalia","Porifera",,,,
"341","GC140_20101021_LII10GOM4108","LII-10-GOM-4108_5",2010-10-21,"Typhlotanaidae","urn:lsid:marinespecies.org:taxname:136165, urn:lsid:itis.gov:itis_tsn: 621458","Typhlotanaidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Tanaidacea","Typhlotanaidae",
"342","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_1",2010-10-23,"Agathotanaidae","urn:lsid:marinespecies.org:taxname:237594, urn:lsid:itis.gov:itis_tsn: 91688","Agathotanaidae","present","HumanObservation",5,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Tanaidacea","Agathotanaidae",
"343","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_2",2010-10-23,"Amphilochidae","urn:lsid:marinespecies.org:taxname:101365, urn:lsid:itis.gov:itis_tsn: 93382","Amphilochidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Amphilochidae",
"344","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_3",2010-10-23,"Bivalvia","urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118","Bivalvia","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","Class","Animalia","Mollusca","Bivalvia",,,
"345","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_4",2010-10-23,"Capitellidae","urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413","Capitellidae","present","HumanObservation",6,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Capitellidae",
"346","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_5",2010-10-23,"Cirratulidae","urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116","Cirratulidae","present","HumanObservation",5,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae",
"347","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_6",2010-10-23,"Dorvilleidae","urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478","Dorvilleidae","present","HumanObservation",13,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae",
"348","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_7",2010-10-23,"Fabriciidae","urn:lsid:marinespecies.org:taxname:154918, urn:lsid:itis.gov:itis_tsn: 1048722","Fabriciidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Sabellida","Fabriciidae",
"349","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_8",2010-10-23,"Glyceridae","urn:lsid:marinespecies.org:taxname:952, urn:lsid:itis.gov:itis_tsn: 66101","Glyceridae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae",
"350","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_9",2010-10-23,"Hydrozoa","urn:lsid:marinespecies.org:taxname:1337, urn:lsid:itis.gov:itis_tsn: 48739","Hydrozoa","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Class","Animalia","Cnidaria","Hydrozoa",,,
"351","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_10",2010-10-23,"Limifossoridae","urn:lsid:marinespecies.org:taxname:13583, urn:lsid:itis.gov:itis_tsn: 566902","Limifossoridae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Mollusca","Caudofoveata","Chaetodermatida","Limifossoridae",
"352","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_11",2010-10-23,"Macrostylidae","urn:lsid:marinespecies.org:taxname:118261, urn:lsid:itis.gov:itis_tsn: 92890","Macrostylidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Isopoda","Macrostylidae",
"353","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_12",2010-10-23,"Naididae","urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854","Naididae","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Clitellata","Tubificida","Naididae",
"354","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_13",2010-10-23,"Paraonidae","urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659","Paraonidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Paraonidae",
"355","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_14",2010-10-23,"Pseudotanaidae","urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695","Pseudotanaidae","present","HumanObservation",21,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Tanaidacea","Pseudotanaidae",
"356","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_15",2010-10-23,"Sipuncula","urn:lsid:marinespecies.org:taxname:1268, urn:lsid:itis.gov:itis_tsn: 154520","Sipuncula","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Order","Animalia","Annelida",,"Sipuncula",,
"357","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_16",2010-10-23,"Syllidae","urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587","Syllidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae",
"358","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_17",2010-10-23,"Tanaidacea","urn:lsid:marinespecies.org:taxname:1133, urn:lsid:itis.gov:itis_tsn: 91061","Tanaidacea","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Order","Animalia","Arthropoda","Malacostraca","Tanaidacea",,
"359","GC249_20101023_LII10GOM4109","LII-10-GOM-4109_18",2010-10-23,"Trichobranchidae","urn:lsid:marinespecies.org:taxname:983, urn:lsid:itis.gov:itis_tsn: 68067","Trichobranchidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae",
"360","GC249_20101023_LII10GOM4110","LII-10-GOM-4110_1",2010-10-23,"Capitellidae","urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413","Capitellidae","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Capitellidae",
"361","GC249_20101023_LII10GOM4110","LII-10-GOM-4110_2",2010-10-23,"Cossuridae","urn:lsid:marinespecies.org:taxname:908, urn:lsid:itis.gov:itis_tsn: 67205","Cossuridae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Cossuridae",
"362","GC249_20101023_LII10GOM4110","LII-10-GOM-4110_3",2010-10-23,"Naididae","urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854","Naididae","present","HumanObservation",5,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Clitellata","Tubificida","Naididae",
"363","GC249_20101023_LII10GOM4110","LII-10-GOM-4110_4",2010-10-23,"Nannastacidae","urn:lsid:marinespecies.org:taxname:110383, urn:lsid:itis.gov:itis_tsn: 90963","Nannastacidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Cumacea","Nannastacidae",
"364","GC249_20101023_LII10GOM4110","LII-10-GOM-4110_5",2010-10-23,"Paraonidae","urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659","Paraonidae","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Paraonidae",
"365","GC249_20101023_LII10GOM4111","LII-10-GOM-4111_1",2010-10-23,"Capitellidae","urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413","Capitellidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Capitellidae",
"366","GC249_20101023_LII10GOM4111","LII-10-GOM-4111_2",2010-10-23,"Cirratulidae","urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116","Cirratulidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae",
"367","GC249_20101023_LII10GOM4111","LII-10-GOM-4111_3",2010-10-23,"Paraonidae","urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659","Paraonidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Paraonidae",
"368","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_1",2010-10-23,"Bivalvia","urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118","Bivalvia","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Class","Animalia","Mollusca","Bivalvia",,,
"369","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_2",2010-10-23,"Capitellidae","urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413","Capitellidae","present","HumanObservation",5,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Capitellidae",
"370","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_3",2010-10-23,"Cirratulidae","urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116","Cirratulidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae",
"371","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_4",2010-10-23,"Dorvilleidae","urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478","Dorvilleidae","present","HumanObservation",17,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae",
"372","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_5",2010-10-23,"Fabriciidae","urn:lsid:marinespecies.org:taxname:154918, urn:lsid:itis.gov:itis_tsn: 1048722","Fabriciidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Sabellida","Fabriciidae",
"373","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_6",2010-10-23,"Hesionidae","urn:lsid:marinespecies.org:taxname:946, urn:lsid:itis.gov:itis_tsn: 65467","Hesionidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae",
"374","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_7",2010-10-23,"Maldanidae","urn:lsid:marinespecies.org:taxname:923, urn:lsid:itis.gov:itis_tsn: 67515","Maldanidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Maldanidae",
"375","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_8",2010-10-23,"Naididae","urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854","Naididae","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Clitellata","Tubificida","Naididae",
"376","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_9",2010-10-23,"Paraonidae","urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659","Paraonidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta",,"Paraonidae",
"377","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_10",2010-10-23,"Phoxocephalidae","urn:lsid:marinespecies.org:taxname:101403, urn:lsid:itis.gov:itis_tsn: 94633","Phoxocephalidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae",
"378","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_11",2010-10-23,"Pseudotanaidae","urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695","Pseudotanaidae","present","HumanObservation",26,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Tanaidacea","Pseudotanaidae",
"379","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_12",2010-10-23,"Syllidae","urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587","Syllidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae",
"380","GC249_20101023_LII10GOM4114","LII-10-GOM-4114_13",2010-10-23,"Tanaellidae","urn:lsid:marinespecies.org:taxname:244585, urn:lsid:itis.gov:itis_tsn: 621527","Tanaellidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","Family","Animalia","Arthropoda","Malacostraca","Tanaidacea","Tanaellidae",
